Title,Time_Created,Category,Teaser
[EXCLUSIVE] Rosmah to be charged soon?,2018-09-18 08:17:00,Exclusive," Datin Seri Rosmah Mansor is expected to formally answer charges of money laundering very soon, after probes that first began more than two years ago were revived."
'Razak's legacy not just Felda',2018-09-16 11:16:00,Exclusive,"While many regard the inception of the Federal Land Development Authority as Razak’s most enduring and visible legacy, little had been said about his role in steering the economy amid a challenging socio-economic landscape."
[Exclusive] Staying single due to money woes,2018-09-16 08:30:00,Exclusive," Money, career and the inability to find the right person are the three main reasons why many Malaysians are single."
[Exclusive] 'Authorities looking into RM3b to RM3.5b in 1MDB case',2018-09-15 09:34:00,Exclusive,"The RM2.6 billion, which Najib had maintained was “donated” to him, was merely a baseline figure for the investigations, sources with direct knowledge of the case said."
[Exclusive] NRD: Seek our advice when naming kids,2018-09-11 10:38:00,Exclusive," Registration of unique names is allowed, but parents are encouraged to seek the advice of the National Registration Department (NRD)."
"[EXCLUSIVE] 'Businessman arrested in Thailand not linked to Najib, Jho Low'",2018-09-09 08:42:00,Exclusive," THE businessman arrested in Thailand by the Malaysian Anti-Corruption Commission (MACC) over the SRC International Sdn Bhd case is not linked to former prime minister Datuk Seri Najib Razak and financier Low Taek Jho, also known as Jho Low."
[EXCLUSIVE] Why the A-GC dropped LGE's case,2018-09-06 08:33:00,Exclusive, The difficulty in proving that the bungalow deal was carried out ‘for a consideration which Lim Guan Eng knew to be inadequate’ was why the charges against the former Penang chief minister and businesswoman Phang Li Koon were withdrawn.
[EXCLUSIVE] Up to A-G to decide on appeal,2018-09-05 07:46:00,Exclusive, The power is in the attorney-general’s (A-G) hands whether his chambers will appeal against the High Court’s acquittal of Finance Minister Lim Guan Eng in his corruption case.
[EXCLUSIVE] 'Works Ministry always uses open-tender system',2018-09-03 14:56:00,Exclusive,"Two months after heading the Works Ministry, Selangau member of parliament Baru Bian has found himself surrounded by hot issues, including the government’s decision on the Pan-Borneo Highway Phase Two from Limbang to Lawas and toll abolishment, as promised in Pakatan Harapan’s manifesto."
[EXCLUSIVE] '1MDB probe to wrap up by year end',2018-09-03 08:05:00,Exclusive, Investigations into the 1Malaysia Development Bhd (1MDB) scandal are expected to wrap up by year end.
[EXCLUSIVE] 'Missing' yellow from attire?,2018-09-02 10:04:00,Exclusive," MANY Malaysians are puzzled as to why the colour yellow was “missing” from the National Day celebration official attire, worn by ministers in Putrajaya on Friday."
[EXCLUSIVE] 1MDB funds scattered across the globe,2018-09-02 09:33:00,Exclusive," THOSE probing the 1Malaysia Development Bhd (1MDB) case believe that most of the company’s more than RM20 billion that is unaccounted for, is being held by individuals scattered across the globe, including in the Middle East."
[EXCLUSIVE] Missing US$12 million linked to 1MDB?,2018-08-30 07:33:00,Exclusive," INVESTIGATORS are hot on the trail of the US$12 million (RM49 million) said to belong to the government, but allegedly found its way surreptitiously to the office of the Malaysian External Intelligence Organisation (MEIO)."
[EXCLUSIVE] Yeoh: Criminalising suicide bid archaic,2018-08-27 07:46:00,Exclusive," SECTION 309 of Penal Code, which criminalises suicide, is archaic and should be reviewed as it doesn’t stop anyone from committing it, said Deputy Women, Community and Family Development Minister Hannah Yeoh."
[EXCLUSIVE] 'I still harbour thoughts of killing myself' (NSTTV),2018-08-26 10:50:00,Exclusive,"“THE voices in my head told me how useless and hopeless I was. Suddenly, I realised I was at the edge of the highway and cars were honking frantically,” said Sue, 39, who had attempted to end her life many times."
[EXCLUSIVE] Employees will benefit from workplace counsellors (NSTTV),2018-08-26 10:40:00,Exclusive,THE government should consider making it compulsory for corporations to provide in-house counsellors to help employees manage their mental health problems.
"[EXCLUSIVE] Over 2,000 suicide cases in the past four years (NSTTV)",2018-08-26 10:35:00,Exclusive,POLICE statistics show that there were more than 500 cases of people committing suicide or attempting suicide every year for the past four years.
[EXCLUSIVE] Attempting suicide is a cry for help (NSTTV),2018-08-26 09:07:00,Exclusive,"AL Juhar Jamal Hussin, 19, tried to set himself ablaze during a protest at the Myanmar embassy in Kuala Lumpur. His parents were dead and the Rohingya teen felt all alone, stranded in a foreign country."
Mixed views on decision to sell yacht,2018-08-15 07:31:00,Exclusive," THE jury is still out on whether the government is on the right track, legally, in its plan to dispose of Equanimity, which is in its custody."
[EXCLUSIVE] Wanita PKR candidates strong on 'reformasi',2018-08-13 07:48:00,Exclusive, BOTH candidates vying for the Wanita PKR chief post in the party’s poll have their own advantages and ideas on how to take the party forward in line with its “reformasi” spirit.
Low rank of country's defence assets due to unsuitability: expert,2018-08-12 16:47:00,Exclusive,"MALAYSIA’S defence assets are lowly ranked among Southeast Asian countries because of a mismatch in demand and supply, and politically-motivated procurements, an expert in the field of security said."
[EXCLUSIVE] Rafizi: My approach is different than Azmin's,2018-08-12 09:05:00,Exclusive,PKR vice-president Rafizi Ramli is no stranger to controversies. He is well-known for a series of exposés that had contributed to the downfall of BN in the 14th General Election (GE14).
Khalid Ibrahim: Why the Selangor water deal is a betrayal of the people,2018-08-08 08:00:00,Exclusive," After a more than 10-year wait, the restructuring of Selangor’s water industry has finally begun, with the final water concessionaire company on its way to being acquired by the state government."
[Exclusive] 'Apply laws to foreign labour too',2018-08-06 09:29:00,Exclusive," IT is high time the government seriously looked into measures, including those unpopular with industry players, to reduce the nation’s dependency on foreign workers."
Industry urges 'final round' of rehiring programme,2018-08-06 09:23:00,Exclusive,KUALA LUMPUR Industry players have appealed to the government to consider a ‘final round’ of the illegal foreign workers rehiring programme.
'Introduce foreign worker ratio system',2018-08-06 09:10:00,Exclusive,KUALA LUMPUR The government should introduce a ratio system that allows for the hiring of a maximum number of foreign workers in a company based on its total workforce.
[Exclusive] Islamic panel to meet on Thursday,2018-08-06 08:49:00,Exclusive," The high-level panel on the federal institutions of Islam will convene for its first meeting this Thursday to address matters pertaining to Islamic administration, including in Sabah and Sarawak."
"'Only 150 officers to man 544,000ha of Terengganu's forest'",2018-08-05 09:32:00,Exclusive," ‘We only have 150 enforcement officers to monitor 544,000ha of forest reserve in the state,’ said state Forestry Department director Datuk Ahmad Fadzil Abdul Majid."
[Exclusive] Terengganu loses millions to illegal logging,2018-08-05 09:25:00,Exclusive, The Terengganu government has lost millions of ringgit in revenue from illegal logging in forests reserves over the past 10 years with little success in wiping out syndicates behind such activities.
Going all out to protect Terengganu's forest reserves,2018-08-05 09:16:00,Exclusive," The 10-men state Forestry Department enforcement unit will go all out to protect forest reserves despite being shot at, intimidated and threatened with machetes by illegal loggers and their syndicate leaders."
Employers urge govt to be practical in setting cap,2018-07-29 07:34:00,Exclusive, The government’s aim to cap the percentage of foreign workers in the local job market at 15 per cent by 2020 should be reconsidered.
'Agents to blame for huge number of illegal foreign workers',2018-07-29 07:31:00,Exclusive,"ENFORCEMENT agencies that vowed to rid the country of all illegal immigrants must recognise the actual number out there to address this problem once and for all, said those in direct contact with labour-intensive economic sectors."
[Exclusive] Calls for automatic voter registration,2018-07-26 08:04:00,Exclusive, THE government’s plan to reduce the minimum voting age from 21 to 18 has triggered calls to introduce an automatic voter registration system.
[Exclusive] 'PH will rid country of illegals within a month',2018-07-23 08:40:00,Exclusive," THE task at hand may be monumental, but the government is confident that it can deliver what it said the previous government failed to accomplish — rid the country of illegal immigrants."
