Title,Time_Created,Category,Teaser
What an ordeal just to get to work,"Jan 20, 2019 @ 7:38am",EXCLUSIVE,"Malaysian motorcyclists routinely endure massive congestion at the Johor-Singapore border to get to work. This situation, which is getting worse, has resulted in not just flare-ups, but also accidents. In the first of a two-part series, Ahmad Fairuz Othman and Rizalman Hammim report on the longstanding problem that is taking a toll on 60,000 riders"
[Exclusive] Additional fractures - Adib's death due to 'chest injuries',"Dec 19, 2018 @ 7:16am",EXCLUSIVE,"KUALA LUMPUR: A POST-MORTEM on fireman Muhammad Adib Mohd Kassim’s body revealed additional fractures on his ribcage, which were previously not visible on X-ray."
[Exclusive] NST polls: Umno leaders should not join PH,"Dec 18, 2018 @ 8:06am",EXCLUSIVE,"KUALA LUMPUR: THE majority of the 20,000 Netizens polled were against the idea of Pakatan Harapan taking in Umno leaders."
[Exclusive] MACC: Zahid being probed for money politics,"Dec 18, 2018 @ 7:58am",EXCLUSIVE,KUALA LUMPUR: THE Malaysian Anti-Corruption Commission (MACC) has established grounds to start probing Umno president Datuk Seri Dr Ahmad Zahid Hamidi for his alleged involvement in money politics.
Celebrating human rights on Dec 8,"Dec 7, 2018 @ 7:52am",EXCLUSIVE,
Final audit report on 1MDB: Ambrin insists it was only a draft,"Dec 5, 2018 @ 6:51am",EXCLUSIVE,
Ambrin to tell whole story to PAC,"Dec 3, 2018 @ 6:59am",EXCLUSIVE,"It hopes former auditor general Tan Sri Ambrin Buang, the chief of the National Audit Department who signed off on the document, will reveal salient details on who ordered the changes to be made, and who made them."
Felda's black mark: 'Poor Governance',"Dec 3, 2018 @ 6:54am",EXCLUSIVE,"A White Paper on Dec 10 will lay out in jaw-dropping detail the poor investment decisions, political interference by the then BN administration, and loopholes in governance that left Felda tottering under a monstrous RM8 billion debt. One example of poor management that sources cite is the purchase of the Grand Plaza Kensington for RM220 million more than what it was valued"
[Exclusive] A new law to combat deadly drinks,"Nov 12, 2018 @ 7:15am",EXCLUSIVE,"KUALA LUMPUR: ENFORCEMENT authorities will have more bite when taking action against culprits who manipulate the food and pharmaceutical regulatory system, once a new law comes into force."
[EXCLUSIVE] BN MP earned millions from govt projects,"Nov 9, 2018 @ 1:22pm",EXCLUSIVE,KUALA LUMPUR: Graft-busters are in the last stages of connecting the dots in their extensive probe into alleged underhanded deals in several projects carried out by the previous government.
[Exclusive] War on adulterated drinks,"Nov 8, 2018 @ 9:47am",EXCLUSIVE,KUALA LUMPUR: DEPUTY Health Minister Dr Lee Boon Chye has ordered agencies under the ministry to go all out against sellers and manufacturers of adulterated beverages.
[Exclusive] Nowhere to hide - Closing in on tax evaders,"Nov 8, 2018 @ 9:39am",EXCLUSIVE,KUALA LUMPUR: THE INLAND Revenue Board is fast tightening its noose around those who had generated their wealth though illicit means.
[Exclusive] Deadly beverages everywhere,"Nov 7, 2018 @ 9:15am",EXCLUSIVE,"KUALA LUMPUR: ADULTERATED beverages with ingredients that can land consumers in hospital are not only flooding the market, but are also expanding their reach abroad."
[Exclusive] Aerospace hub set for revival,"Nov 7, 2018 @ 8:30am",EXCLUSIVE,KUALA Lumpur is not short of keen investors who want to be players in the local aerospace industry. This is the main driver of the renewed ambition of turning Malaysia into a global aerospace hub.
[Exclusive] MACC to probe Deepak's confession,"Oct 31, 2018 @ 8:28am",EXCLUSIVE,KUALA LUMPUR: GRAFT-BUSTERS have picked up on businessman Deepak Jaikishan’s “confession” in a pre-recorded talkshow programme that he had bribed his way through Putrajaya to secure contracts.
Lawyers for Liberty: Molestation by politician report retracted claim 'strange',"Oct 30, 2018 @ 7:40am",EXCLUSIVE,POLICE should know that any report lodged on a crime can never be retracted.
"Minders biting off more than they can chew, say parents","Oct 28, 2018 @ 10:24am",EXCLUSIVE,Aliza Shah
[EXCLUSIVE] Kids at risk at crowded childcare centres,"Oct 28, 2018 @ 8:12am",EXCLUSIVE,THE lives of millions of children are put at risk by parents who send them to unregistered and overcrowded childcare centres.
Najib to face more charges on alleged IPIC deals,"Oct 23, 2018 @ 6:35am",EXCLUSIVE,
[Exclusive] Steering MAS out of the red,"Oct 21, 2018 @ 9:03am",EXCLUSIVE,"CAPTAIN Izham Ismail has taken a big leap, moving from the cockpit of a plane into Malaysia Airlines Bhd’s boardroom as chief executive officer. Can he pilot the airline out of turbulence?"
[Exclusive] Steering MAS out of the red,"Oct 21, 2018 @ 9:03am",EXCLUSIVE,"CAPTAIN Izham Ismail has taken a big leap, moving from the cockpit of a plane into Malaysia Airlines Bhd’s boardroom as chief executive officer. Can he pilot the airline out of turbulence?"
[EXCLUSIVE] Law to compel MPs to declare assets,"Oct 8, 2018 @ 8:58am",EXCLUSIVE,KUALA LUMPUR: A new law warranting a mandatory declaration of assets by elected representatives is in the works.
[Exclusive] Doctors must report abuse cases [NSTTV],"Oct 8, 2018 @ 8:56am",EXCLUSIVE,"KUALA LUMPUR: MORE often than not, medical practitioners are the first in line to come into contact with child abuse victims. These children are taken to private or government clinics by either their parents or their caregivers, who could also be the perpetrators, to be treated for what is claimed as normal injuries."
Child abuse: We are not doing enough about it,"Oct 7, 2018 @ 8:33am",EXCLUSIVE,"KUALA LUMPUR: If the Welfare Department’s statistics are anything to go by, 14 child abuse cases occur a day. Many more go unreported."
[Exclusive] Tsunami warning sirens in Pantai Luak no longer practical,"Oct 5, 2018 @ 4:04pm",EXCLUSIVE,"MIRI: The sirens used in the tsunami early warning system in Pantai Luak here is no longer suitable, and should be replaced with a system that utilises the handphone’s short message service (SMS)."
Plastic thrown into oceans causing deaths of aquatic mammals,"Oct 4, 2018 @ 7:31am",EXCLUSIVE,"MUAR: Disposal of plastic-based solid waste into the oceans is causing the death of aquatic animals, particularly turtles and marine mammals, such as whales, dolphins and dugong."
Plastic danger in eating fish,"Oct 4, 2018 @ 6:59am",EXCLUSIVE,"Plastic material, which does not easily decompose, has adverse effects, not only on aquatic animals, but also on humans."
Multiple tsunametre buoys lost,"Oct 4, 2018 @ 6:45am",EXCLUSIVE,"PETALING JAYA: Three deep-water buoys worth RM7.2 million, used to gather data for an early tsunami warning system, were disposed of as they were no longer functioning."
[Exclusive] Review of report that 'cleared' Najib,"Oct 2, 2018 @ 8:28am",EXCLUSIVE,"What will land on the table of the current committee, which was appointed in August, are crucial documents, including those which were not made privy to PAC in the past, as well as “possible new evidence”. "
[Exclusive] Umno willing to discuss unity government with any PH parties,"Sep 26, 2018 @ 7:08pm",EXCLUSIVE,KUALA LUMPUR: Umno hopes it can form a unity government with any party within Pakatan Harapan as soon as possible.
Mustapa frustrated by slow reform progress at Umno,"Sep 22, 2018 @ 6:55am",EXCLUSIVE,"In an interview with the New Straits Times on Sept 4, the Jeli member of parliament had voiced his concern that the party had not made significant efforts to change after the 14th General Election."
[EXCLUSIVE] 'Reduce teachers' workload',"Sep 18, 2018 @ 9:58am",EXCLUSIVE,KUALA LUMPUR: The government should look into reducing teachers’ workload to enable them to focus more on schoolchildren and help them develop core values.
"[EXCLUSIVE] Sarawak, Sabah CMs to be in MA63 committee","Sep 18, 2018 @ 8:51am",EXCLUSIVE,"KUALA LUMPUR: Sabah Chief Minister Datuk Seri Mohd Shafie Apdal and his Sarawakian counterpart, Datuk Patinggi Abang Johari Abang Openg, will be among the top officials sitting in the high-powered cabinet committee formed to realise provisions enshrined in the Malaysia Agreement 1963 (MA63)."
[EXCLUSIVE] Rosmah to be charged soon?,"Sep 18, 2018 @ 8:17am",EXCLUSIVE,"KUALA LUMPUR: Datin Seri Rosmah Mansor is expected to formally answer charges of money laundering very soon, after probes that first began more than two years ago were revived."
'Razak's legacy not just Felda',"Sep 16, 2018 @ 11:16am",EXCLUSIVE,"While many regard the inception of the Federal Land Development Authority as Razak’s most enduring and visible legacy, little had been said about his role in steering the economy amid a challenging socio-economic landscape."
[Exclusive] Staying single due to money woes,"Sep 16, 2018 @ 8:30am",EXCLUSIVE,"KUALA LUMPUR: Money, career and the inability to find the right person are the three main reasons why many Malaysians are single."
[Exclusive] 'Authorities looking into RM3b to RM3.5b in 1MDB case',"Sep 15, 2018 @ 9:34am",EXCLUSIVE,"The RM2.6 billion, which Najib had maintained was “donated” to him, was merely a baseline figure for the investigations, sources with direct knowledge of the case said."
[Exclusive] NRD: Seek our advice when naming kids,"Sep 11, 2018 @ 10:38am",EXCLUSIVE,"KUALA LUMPUR: Registration of unique names is allowed, but parents are encouraged to seek the advice of the National Registration Department (NRD)."
"[EXCLUSIVE] 'Businessman arrested in Thailand not linked to Najib, Jho Low'","Sep 9, 2018 @ 8:42am",EXCLUSIVE,"KUALA LUMPUR: THE businessman arrested in Thailand by the Malaysian Anti-Corruption Commission (MACC) over the SRC International Sdn Bhd case is not linked to former prime minister Datuk Seri Najib Razak and financier Low Taek Jho, also known as Jho Low."
[EXCLUSIVE] Why the A-GC dropped LGE's case,"Sep 6, 2018 @ 8:33am",EXCLUSIVE,KUALA LUMPUR: The difficulty in proving that the bungalow deal was carried out ‘for a consideration which Lim Guan Eng knew to be inadequate’ was why the charges against the former Penang chief minister and businesswoman Phang Li Koon were withdrawn.
[EXCLUSIVE] Why the A-GC dropped LGE's case,"Sep 6, 2018 @ 8:33am",EXCLUSIVE,KUALA LUMPUR: The difficulty in proving that the bungalow deal was carried out ‘for a consideration which Lim Guan Eng knew to be inadequate’ was why the charges against the former Penang chief minister and businesswoman Phang Li Koon were withdrawn.
[EXCLUSIVE] Up to A-G to decide on appeal,"Sep 5, 2018 @ 7:46am",EXCLUSIVE,KUALA LUMPUR: The power is in the attorney-general’s (A-G) hands whether his chambers will appeal against the High Court’s acquittal of Finance Minister Lim Guan Eng in his corruption case.
[EXCLUSIVE] 'Works Ministry always uses open-tender system',"Sep 3, 2018 @ 2:56pm",EXCLUSIVE,"Two months after heading the Works Ministry, Selangau member of parliament Baru Bian has found himself surrounded by hot issues, including the government’s decision on the Pan-Borneo Highway Phase Two from Limbang to Lawas and toll abolishment, as promised in Pakatan Harapan’s manifesto."
[EXCLUSIVE] '1MDB probe to wrap up by year end',"Sep 3, 2018 @ 8:05am",EXCLUSIVE,KUALA LUMPUR: Investigations into the 1Malaysia Development Bhd (1MDB) scandal are expected to wrap up by year end.
[EXCLUSIVE] 'Missing' yellow from attire?,"Sep 2, 2018 @ 10:04am",EXCLUSIVE,"KUALA LUMPUR: MANY Malaysians are puzzled as to why the colour yellow was “missing” from the National Day celebration official attire, worn by ministers in Putrajaya on Friday."
[EXCLUSIVE] 1MDB funds scattered across the globe,"Sep 2, 2018 @ 9:33am",EXCLUSIVE,"KUALA LUMPUR: THOSE probing the 1Malaysia Development Bhd (1MDB) case believe that most of the company’s more than RM20 billion that is unaccounted for, is being held by individuals scattered across the globe, including in the Middle East."
[EXCLUSIVE] Missing US$12 million linked to 1MDB?,"Aug 30, 2018 @ 7:33am",EXCLUSIVE,"KUALA LUMPUR: INVESTIGATORS are hot on the trail of the US$12 million (RM49 million) said to belong to the government, but allegedly found its way surreptitiously to the office of the Malaysian External Intelligence Organisation (MEIO)."
[EXCLUSIVE] Yeoh: Criminalising suicide bid archaic,"Aug 27, 2018 @ 7:46am",EXCLUSIVE,"KUALA LUMPUR: SECTION 309 of Penal Code, which criminalises suicide, is archaic and should be reviewed as it doesn’t stop anyone from committing it, said Deputy Women, Community and Family Development Minister Hannah Yeoh."
[EXCLUSIVE] 'I still harbour thoughts of killing myself' (NSTTV),"Aug 26, 2018 @ 10:50am",EXCLUSIVE,"“THE voices in my head told me how useless and hopeless I was. Suddenly, I realised I was at the edge of the highway and cars were honking frantically,” said Sue, 39, who had attempted to end her life many times."
[EXCLUSIVE] Employees will benefit from workplace counsellors (NSTTV),"Aug 26, 2018 @ 10:40am",EXCLUSIVE,THE government should consider making it compulsory for corporations to provide in-house counsellors to help employees manage their mental health problems.
"[EXCLUSIVE] Over 2,000 suicide cases in the past four years (NSTTV)","Aug 26, 2018 @ 10:35am",EXCLUSIVE,POLICE statistics show that there were more than 500 cases of people committing suicide or attempting suicide every year for the past four years.
